module_path,import_path,classification,owner_package,canonical_targets,migration_action
agents/verification/__init__.py,agentic_proteins.agents.verification,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.verification,replace `agentic_proteins.agents.verification` with `bijux_proteomics_runtime.agents.verification` and retire the compat import
agents/verification/critic.py,agentic_proteins.agents.verification.critic,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.verification.critic,replace `agentic_proteins.agents.verification.critic` with `bijux_proteomics_runtime.agents.verification.critic` and retire the compat import
agents/verification/input_validation.py,agentic_proteins.agents.verification.input_validation,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.verification.input_validation,replace `agentic_proteins.agents.verification.input_validation` with `bijux_proteomics_runtime.agents.verification.input_validation` and retire the compat import
agents/verification/quality_control.py,agentic_proteins.agents.verification.quality_control,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.verification.quality_control,replace `agentic_proteins.agents.verification.quality_control` with `bijux_proteomics_runtime.agents.verification.quality_control` and retire the compat import
api/__init__.py,agentic_proteins.api,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api,replace `agentic_proteins.api` with `bijux_proteomics_runtime.api` and retire the compat import
api/app.py,agentic_proteins.api.app,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.app,replace `agentic_proteins.api.app` with `bijux_proteomics_runtime.api.app` and retire the compat import
api/deps.py,agentic_proteins.api.deps,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.deps,replace `agentic_proteins.api.deps` with `bijux_proteomics_runtime.api.deps` and retire the compat import
api/errors.py,agentic_proteins.api.errors,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.errors,replace `agentic_proteins.api.errors` with `bijux_proteomics_runtime.api.errors` and retire the compat import
api/middleware.py,agentic_proteins.api.middleware,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.middleware,replace `agentic_proteins.api.middleware` with `bijux_proteomics_runtime.api.middleware` and retire the compat import
api/v1/__init__.py,agentic_proteins.api.v1,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1,replace `agentic_proteins.api.v1` with `bijux_proteomics_runtime.api.v1` and retire the compat import
api/v1/endpoints/__init__.py,agentic_proteins.api.v1.endpoints,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.endpoints,replace `agentic_proteins.api.v1.endpoints` with `bijux_proteomics_runtime.api.v1.endpoints` and retire the compat import
api/v1/endpoints/compare.py,agentic_proteins.api.v1.endpoints.compare,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.endpoints.compare,replace `agentic_proteins.api.v1.endpoints.compare` with `bijux_proteomics_runtime.api.v1.endpoints.compare` and retire the compat import
api/v1/endpoints/inspect.py,agentic_proteins.api.v1.endpoints.inspect,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.endpoints.inspect,replace `agentic_proteins.api.v1.endpoints.inspect` with `bijux_proteomics_runtime.api.v1.endpoints.inspect` and retire the compat import
api/v1/endpoints/resume.py,agentic_proteins.api.v1.endpoints.resume,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.endpoints.resume,replace `agentic_proteins.api.v1.endpoints.resume` with `bijux_proteomics_runtime.api.v1.endpoints.resume` and retire the compat import
api/v1/endpoints/run.py,agentic_proteins.api.v1.endpoints.run,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.endpoints.run,replace `agentic_proteins.api.v1.endpoints.run` with `bijux_proteomics_runtime.api.v1.endpoints.run` and retire the compat import
api/v1/router.py,agentic_proteins.api.v1.router,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.router,replace `agentic_proteins.api.v1.router` with `bijux_proteomics_runtime.api.v1.router` and retire the compat import
api/v1/schema.py,agentic_proteins.api.v1.schema,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.api.v1.schema,replace `agentic_proteins.api.v1.schema` with `bijux_proteomics_runtime.api.v1.schema` and retire the compat import
biology/__init__.py,agentic_proteins.biology,wrapper,bijux-proteomics-core,bijux_proteomics.biology,replace `agentic_proteins.biology` with `bijux_proteomics.biology` and retire the compat import
biology/pathway.py,agentic_proteins.biology.pathway,wrapper,bijux-proteomics-core,bijux_proteomics.biology.pathway,replace `agentic_proteins.biology.pathway` with `bijux_proteomics.biology.pathway` and retire the compat import
biology/protein_agent.py,agentic_proteins.biology.protein_agent,wrapper,bijux-proteomics-core,bijux_proteomics.biology.protein_agent,replace `agentic_proteins.biology.protein_agent` with `bijux_proteomics.biology.protein_agent` and retire the compat import
biology/regulator.py,agentic_proteins.biology.regulator,wrapper,bijux-proteomics-core,bijux_proteomics.biology.regulator,replace `agentic_proteins.biology.regulator` with `bijux_proteomics.biology.regulator` and retire the compat import
biology/signals.py,agentic_proteins.biology.signals,wrapper,bijux-proteomics-core,bijux_proteomics.biology.signals,replace `agentic_proteins.biology.signals` with `bijux_proteomics.biology.signals` and retire the compat import
biology/validation.py,agentic_proteins.biology.validation,wrapper,bijux-proteomics-core,bijux_proteomics.biology.validation,replace `agentic_proteins.biology.validation` with `bijux_proteomics.biology.validation` and retire the compat import
core/__init__.py,agentic_proteins.core,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core,replace `agentic_proteins.core` with `bijux_proteomics_runtime.core` and retire the compat import
core/api_lock.py,agentic_proteins.core.api_lock,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.api_lock,replace `agentic_proteins.core.api_lock` with `bijux_proteomics_runtime.core.api_lock` and retire the compat import
core/contracts.py,agentic_proteins.core.contracts,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.contracts,replace `agentic_proteins.core.contracts` with `bijux_proteomics_runtime.core.contracts` and retire the compat import
core/costs.py,agentic_proteins.core.costs,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.costs,replace `agentic_proteins.core.costs` with `bijux_proteomics_runtime.core.costs` and retire the compat import
core/decisions.py,agentic_proteins.core.decisions,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.decisions,replace `agentic_proteins.core.decisions` with `bijux_proteomics_runtime.core.decisions` and retire the compat import
core/determinism.py,agentic_proteins.core.determinism,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.determinism,replace `agentic_proteins.core.determinism` with `bijux_proteomics_runtime.core.determinism` and retire the compat import
core/execution.py,agentic_proteins.core.execution,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.execution,replace `agentic_proteins.core.execution` with `bijux_proteomics_runtime.core.execution` and retire the compat import
core/failures.py,agentic_proteins.core.failures,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.failures,replace `agentic_proteins.core.failures` with `bijux_proteomics_runtime.core.failures` and retire the compat import
core/fingerprints.py,agentic_proteins.core.fingerprints,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.fingerprints,replace `agentic_proteins.core.fingerprints` with `bijux_proteomics_runtime.core.fingerprints` and retire the compat import
core/hashing.py,agentic_proteins.core.hashing,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.hashing,replace `agentic_proteins.core.hashing` with `bijux_proteomics_runtime.core.hashing` and retire the compat import
core/identifiers.py,agentic_proteins.core.identifiers,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.identifiers,replace `agentic_proteins.core.identifiers` with `bijux_proteomics_runtime.core.identifiers` and retire the compat import
core/observations.py,agentic_proteins.core.observations,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.observations,replace `agentic_proteins.core.observations` with `bijux_proteomics_runtime.core.observations` and retire the compat import
core/stability.py,agentic_proteins.core.stability,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.stability,replace `agentic_proteins.core.stability` with `bijux_proteomics_runtime.core.stability` and retire the compat import
core/status.py,agentic_proteins.core.status,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.status,replace `agentic_proteins.core.status` with `bijux_proteomics_runtime.core.status` and retire the compat import
core/surface_area.py,agentic_proteins.core.surface_area,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.surface_area,replace `agentic_proteins.core.surface_area` with `bijux_proteomics_runtime.core.surface_area` and retire the compat import
core/tooling.py,agentic_proteins.core.tooling,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.core.tooling,replace `agentic_proteins.core.tooling` with `bijux_proteomics_runtime.core.tooling` and retire the compat import
design_loop/__init__.py,agentic_proteins.design_loop,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.design_loop,replace `agentic_proteins.design_loop` with `bijux_proteomics_intelligence.design_loop` and retire the compat import
design_loop/convergence.py,agentic_proteins.design_loop.convergence,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.design_loop.convergence,replace `agentic_proteins.design_loop.convergence` with `bijux_proteomics_intelligence.design_loop.convergence` and retire the compat import
design_loop/loop.py,agentic_proteins.design_loop.loop,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.design_loop.loop,replace `agentic_proteins.design_loop.loop` with `bijux_proteomics_intelligence.design_loop.loop` and retire the compat import
design_loop/stagnation.py,agentic_proteins.design_loop.stagnation,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.design_loop.stagnation,replace `agentic_proteins.design_loop.stagnation` with `bijux_proteomics_intelligence.design_loop.stagnation` and retire the compat import
domain/__init__.py,agentic_proteins.domain,wrapper,bijux-proteomics-core,bijux_proteomics_intelligence.domain,replace `agentic_proteins.domain` with `bijux_proteomics_intelligence.domain` and retire the compat import
domain/candidates/__init__.py,agentic_proteins.domain.candidates,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates,replace `agentic_proteins.domain.candidates` with `bijux_proteomics_intelligence.domain.candidates` and retire the compat import
domain/candidates/filters.py,agentic_proteins.domain.candidates.filters,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.filters,replace `agentic_proteins.domain.candidates.filters` with `bijux_proteomics_intelligence.domain.candidates.filters` and retire the compat import
domain/candidates/model.py,agentic_proteins.domain.candidates.model,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.model,replace `agentic_proteins.domain.candidates.model` with `bijux_proteomics_intelligence.domain.candidates.model` and retire the compat import
domain/candidates/schema.py,agentic_proteins.domain.candidates.schema,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.schema,replace `agentic_proteins.domain.candidates.schema` with `bijux_proteomics_intelligence.domain.candidates.schema` and retire the compat import
domain/candidates/selection.py,agentic_proteins.domain.candidates.selection,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.selection,replace `agentic_proteins.domain.candidates.selection` with `bijux_proteomics_intelligence.domain.candidates.selection` and retire the compat import
domain/candidates/store.py,agentic_proteins.domain.candidates.store,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.store,replace `agentic_proteins.domain.candidates.store` with `bijux_proteomics_intelligence.domain.candidates.store` and retire the compat import
domain/candidates/transform.py,agentic_proteins.domain.candidates.transform,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.transform,replace `agentic_proteins.domain.candidates.transform` with `bijux_proteomics_intelligence.domain.candidates.transform` and retire the compat import
domain/candidates/updates.py,agentic_proteins.domain.candidates.updates,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.candidates.updates,replace `agentic_proteins.domain.candidates.updates` with `bijux_proteomics_intelligence.domain.candidates.updates` and retire the compat import
domain/confidence/__init__.py,agentic_proteins.domain.confidence,wrapper,bijux-proteomics-knowledge,bijux_proteomics_intelligence.domain,replace `agentic_proteins.domain.confidence` with `bijux_proteomics_intelligence.domain` and retire the compat import
domain/confidence/segments.py,agentic_proteins.domain.confidence.segments,wrapper,bijux-proteomics-knowledge,bijux_proteomics_intelligence.domain.structure.confidence,replace `agentic_proteins.domain.confidence.segments` with `bijux_proteomics_intelligence.domain.structure.confidence` and retire the compat import
domain/metrics/__init__.py,agentic_proteins.domain.metrics,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.metrics,replace `agentic_proteins.domain.metrics` with `bijux_proteomics_intelligence.domain.metrics` and retire the compat import
domain/metrics/compute.py,agentic_proteins.domain.metrics.compute,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.metrics.compute,replace `agentic_proteins.domain.metrics.compute` with `bijux_proteomics_intelligence.domain.metrics.compute` and retire the compat import
domain/metrics/quality.py,agentic_proteins.domain.metrics.quality,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.metrics.quality,replace `agentic_proteins.domain.metrics.quality` with `bijux_proteomics_intelligence.domain.metrics.quality` and retire the compat import
domain/metrics/validation.py,agentic_proteins.domain.metrics.validation,wrapper,bijux-proteomics-intelligence,bijux_proteomics_intelligence.domain.metrics.validation,replace `agentic_proteins.domain.metrics.validation` with `bijux_proteomics_intelligence.domain.metrics.validation` and retire the compat import
domain/sequence/__init__.py,agentic_proteins.domain.sequence,wrapper,bijux-proteomics-core,bijux_proteomics.domain.sequence,replace `agentic_proteins.domain.sequence` with `bijux_proteomics.domain.sequence` and retire the compat import
domain/sequence/summary.py,agentic_proteins.domain.sequence.summary,wrapper,bijux-proteomics-core,bijux_proteomics.domain.sequence.summary,replace `agentic_proteins.domain.sequence.summary` with `bijux_proteomics.domain.sequence.summary` and retire the compat import
domain/sequence/validation.py,agentic_proteins.domain.sequence.validation,wrapper,bijux-proteomics-core,bijux_proteomics.domain.sequence.validation,replace `agentic_proteins.domain.sequence.validation` with `bijux_proteomics.domain.sequence.validation` and retire the compat import
domain/structure/__init__.py,agentic_proteins.domain.structure,wrapper,bijux-proteomics-core,bijux_proteomics.domain.structure,replace `agentic_proteins.domain.structure` with `bijux_proteomics.domain.structure` and retire the compat import
domain/structure/structure.py,agentic_proteins.domain.structure.structure,wrapper,bijux-proteomics-core,bijux_proteomics.domain.structure.structure,replace `agentic_proteins.domain.structure.structure` with `bijux_proteomics.domain.structure.structure` and retire the compat import
execution/__init__.py,agentic_proteins.execution,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution,replace `agentic_proteins.execution` with `bijux_proteomics_runtime.execution` and retire the compat import
execution/compiler/__init__.py,agentic_proteins.execution.compiler,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.compiler,replace `agentic_proteins.execution.compiler` with `bijux_proteomics_runtime.execution.compiler` and retire the compat import
execution/compiler/boundary.py,agentic_proteins.execution.compiler.boundary,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.compiler.boundary,replace `agentic_proteins.execution.compiler.boundary` with `bijux_proteomics_runtime.execution.compiler.boundary` and retire the compat import
execution/evaluation/__init__.py,agentic_proteins.execution.evaluation,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.evaluation,replace `agentic_proteins.execution.evaluation` with `bijux_proteomics_runtime.execution.evaluation` and retire the compat import
execution/evaluation/evaluation.py,agentic_proteins.execution.evaluation.evaluation,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.evaluation.evaluation,replace `agentic_proteins.execution.evaluation.evaluation` with `bijux_proteomics_runtime.execution.evaluation.evaluation` and retire the compat import
execution/evaluation/observations.py,agentic_proteins.execution.evaluation.observations,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.evaluation.observations,replace `agentic_proteins.execution.evaluation.observations` with `bijux_proteomics_runtime.execution.evaluation.observations` and retire the compat import
execution/evaluation/schemas.py,agentic_proteins.execution.evaluation.schemas,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.evaluation.schemas,replace `agentic_proteins.execution.evaluation.schemas` with `bijux_proteomics_runtime.execution.evaluation.schemas` and retire the compat import
execution/runtime/__init__.py,agentic_proteins.execution.runtime,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.runtime,replace `agentic_proteins.execution.runtime` with `bijux_proteomics_runtime.execution.runtime` and retire the compat import
execution/runtime/executor.py,agentic_proteins.execution.runtime.executor,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.runtime.executor,replace `agentic_proteins.execution.runtime.executor` with `bijux_proteomics_runtime.execution.runtime.executor` and retire the compat import
execution/runtime/integration.py,agentic_proteins.execution.runtime.integration,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.runtime.integration,replace `agentic_proteins.execution.runtime.integration` with `bijux_proteomics_runtime.execution.runtime.integration` and retire the compat import
execution/schemas.py,agentic_proteins.execution.schemas,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.schemas,replace `agentic_proteins.execution.schemas` with `bijux_proteomics_runtime.execution.schemas` and retire the compat import
execution/validation.py,agentic_proteins.execution.validation,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.execution.validation,replace `agentic_proteins.execution.validation` with `bijux_proteomics_runtime.execution.validation` and retire the compat import
interfaces/__init__.py,agentic_proteins.interfaces,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.interfaces,replace `agentic_proteins.interfaces` with `bijux_proteomics_runtime.interfaces` and retire the compat import
interfaces/cli.py,agentic_proteins.interfaces.cli,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.interfaces.cli,replace `agentic_proteins.interfaces.cli` with `bijux_proteomics_runtime.interfaces.cli` and retire the compat import
memory/__init__.py,agentic_proteins.memory,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.memory,replace `agentic_proteins.memory` with `bijux_proteomics_runtime.memory` and retire the compat import
memory/schemas.py,agentic_proteins.memory.schemas,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.memory.schemas,replace `agentic_proteins.memory.schemas` with `bijux_proteomics_runtime.memory.schemas` and retire the compat import
memory/store.py,agentic_proteins.memory.store,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.memory.store,replace `agentic_proteins.memory.store` with `bijux_proteomics_runtime.memory.store` and retire the compat import
providers/__init__.py,agentic_proteins.providers,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers,replace `agentic_proteins.providers` with `bijux_proteomics_runtime.providers` and retire the compat import
providers/base.py,agentic_proteins.providers.base,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.base,replace `agentic_proteins.providers.base` with `bijux_proteomics_runtime.providers.base` and retire the compat import
providers/errors.py,agentic_proteins.providers.errors,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.errors,replace `agentic_proteins.providers.errors` with `bijux_proteomics_runtime.providers.errors` and retire the compat import
providers/experimental/__init__.py,agentic_proteins.providers.experimental,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.experimental,replace `agentic_proteins.providers.experimental` with `bijux_proteomics_runtime.providers.experimental` and retire the compat import
providers/experimental/_async_utils.py,agentic_proteins.providers.experimental._async_utils,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.experimental._async_utils,replace `agentic_proteins.providers.experimental._async_utils` with `bijux_proteomics_runtime.providers.experimental._async_utils` and retire the compat import
providers/experimental/colabfold.py,agentic_proteins.providers.experimental.colabfold,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.experimental.colabfold,replace `agentic_proteins.providers.experimental.colabfold` with `bijux_proteomics_runtime.providers.experimental.colabfold` and retire the compat import
providers/experimental/openprotein.py,agentic_proteins.providers.experimental.openprotein,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.experimental.openprotein,replace `agentic_proteins.providers.experimental.openprotein` with `bijux_proteomics_runtime.providers.experimental.openprotein` and retire the compat import
providers/factory.py,agentic_proteins.providers.factory,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.factory,replace `agentic_proteins.providers.factory` with `bijux_proteomics_runtime.providers.factory` and retire the compat import
providers/heuristic.py,agentic_proteins.providers.heuristic,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.heuristic,replace `agentic_proteins.providers.heuristic` with `bijux_proteomics_runtime.providers.heuristic` and retire the compat import
providers/local/__init__.py,agentic_proteins.providers.local,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.local,replace `agentic_proteins.providers.local` with `bijux_proteomics_runtime.providers.local` and retire the compat import
providers/local/esmfold.py,agentic_proteins.providers.local.esmfold,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.local.esmfold,replace `agentic_proteins.providers.local.esmfold` with `bijux_proteomics_runtime.providers.local.esmfold` and retire the compat import
providers/local/rosettafold.py,agentic_proteins.providers.local.rosettafold,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.providers.local.rosettafold,replace `agentic_proteins.providers.local.rosettafold` with `bijux_proteomics_runtime.providers.local.rosettafold` and retire the compat import
registry/__init__.py,agentic_proteins.registry,wrapper,bijux-proteomics-runtime,,review `agentic_proteins.registry` before removal because the live canonical target is not explicit in direct imports
registry/agents.py,agentic_proteins.registry.agents,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.agents.catalog,replace `agentic_proteins.registry.agents` with `bijux_proteomics_runtime.agents.catalog` and retire the compat import
registry/tools.py,agentic_proteins.registry.tools,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.tools.catalog,replace `agentic_proteins.registry.tools` with `bijux_proteomics_runtime.tools.catalog` and retire the compat import
report/__init__.py,agentic_proteins.report,wrapper,bijux-proteomics-intelligence,bijux_proteomics.structure_report,replace `agentic_proteins.report` with `bijux_proteomics.structure_report` and retire the compat import
report/compute.py,agentic_proteins.report.compute,wrapper,bijux-proteomics-intelligence,bijux_proteomics.structure_report.compute,replace `agentic_proteins.report.compute` with `bijux_proteomics.structure_report.compute` and retire the compat import
report/model.py,agentic_proteins.report.model,wrapper,bijux-proteomics-intelligence,bijux_proteomics.structure_report.model,replace `agentic_proteins.report.model` with `bijux_proteomics.structure_report.model` and retire the compat import
report/render.py,agentic_proteins.report.render,wrapper,bijux-proteomics-intelligence,bijux_proteomics.structure_report;bijux_proteomics.structure_report.render,"replace `agentic_proteins.report.render` with one of `bijux_proteomics.structure_report`, `bijux_proteomics.structure_report.render` based on the live owner"
runtime/__init__.py,agentic_proteins.runtime,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime,replace `agentic_proteins.runtime` with `bijux_proteomics_runtime.runtime` and retire the compat import
runtime/context/__init__.py,agentic_proteins.runtime.context,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context,replace `agentic_proteins.runtime.context` with `bijux_proteomics_runtime.runtime.context` and retire the compat import
runtime/context/context.py,agentic_proteins.runtime.context.context,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.context,replace `agentic_proteins.runtime.context.context` with `bijux_proteomics_runtime.runtime.context.context` and retire the compat import
runtime/context/lifecycle.py,agentic_proteins.runtime.context.lifecycle,wrapper,bijux-proteomics-runtime,bijux_proteomics_runtime.runtime.context.lifecycle,replace `agentic_proteins.runtime.context.lifecycle` with `bijux_proteomics_runtime.runtime.context.lifecycle` and retire the compat import
